瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),傈款樊(10盒困),吝窍摸款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
颇林,2024-08-03 10:00,28.9,0.4,0.0,85.0,33.8,26.1,1005.6,1009.0,0.0,0.0,1287.0,31.5
颇林,2024-08-03 11:00,30.3,1.3,250.0,78.0,33.6,26.0,1005.5,1008.9,0.0,0.0,1789.0,36.1
颇林,2024-08-03 12:00,30.7,1.0,230.0,79.0,34.8,26.6,1005.1,1008.5,0.0,0.0,1981.0,37.1
颇林,2024-08-03 13:00,32.0,1.7,250.0,77.0,36.5,27.4,1004.8,1008.2,0.0,0.0,2151.0,42.5
颇林,2024-08-03 14:00,32.2,1.6,270.0,73.0,35.0,26.7,1004.4,1007.8,0.0,0.0,2371.0,42.5
颇林,2024-08-03 15:00,31.9,1.5,270.0,76.0,35.9,27.1,1004.3,1007.7,4.0,4.0,2461.0,38.9
颇林,2024-08-03 16:00,32.5,2.1,270.0,74.0,36.1,27.2,1003.8,1007.2,0.0,0.0,2387.0,39.7
颇林,2024-08-03 17:00,32.4,1.1,290.0,74.0,35.9,27.1,1003.7,1007.1,0.0,0.0,2794.0,37.3
颇林,2024-08-03 18:00,30.7,1.3,290.0,74.0,32.6,25.5,1003.7,1007.1,0.0,0.0,4883.0,33.8
颇林,2024-08-03 19:00,29.1,0.9,290.0,82.0,33.0,25.7,1004.0,1007.4,0.0,0.0,5000.0,31.3
颇林,2024-08-03 20:00,27.8,0.5,270.0,87.0,32.4,25.4,1004.8,1008.2,0.0,0.0,4798.0,29.8
颇林,2024-08-03 21:00,26.5,0.3,0.0,94.0,32.4,25.4,1005.4,1008.9,0.0,0.0,3521.0,29.1
颇林,2024-08-03 22:00,25.9,0.1,0.0,97.0,32.2,25.3,1005.7,1009.2,0.0,0.0,2394.0,28.5
颇林,2024-08-03 23:00,25.3,0.6,160.0,98.0,31.5,24.9,1005.5,1009.0,0.0,0.0,1589.0,28.0
颇林,2024-08-04 00:00,25.1,0.3,0.0,99.0,31.5,24.9,1005.4,1008.9,0.0,0.0,1243.0,27.6
颇林,2024-08-04 01:00,25.0,0.0,0.0,100.0,31.5,24.9,1005.4,1008.9,0.0,0.0,913.0,27.2
颇林,2024-08-04 02:00,25.0,0.5,270.0,100.0,31.5,24.9,1005.4,1008.9,0.0,0.0,955.0,27.0
颇林,2024-08-04 03:00,24.7,0.1,0.0,100.0,30.9,24.6,1005.2,1008.7,0.0,0.0,528.0,26.7
颇林,2024-08-04 04:00,24.7,0.1,0.0,100.0,30.9,24.6,1005.7,1009.2,0.0,0.0,732.0,26.7
颇林,2024-08-04 05:00,25.0,0.3,0.0,100.0,31.5,24.9,1005.8,1009.3,0.0,0.0,19.0,27.0
颇林,2024-08-04 06:00,25.2,0.4,0.0,100.0,31.9,25.1,1005.8,1009.3,0.0,0.0,147.0,27.0
颇林,2024-08-04 07:00,26.0,0.3,0.0,100.0,33.4,25.9,1005.6,1009.1,0.0,0.0,486.0,27.6
颇林,2024-08-04 08:00,27.0,1.1,70.0,99.0,35.2,26.8,1006.0,1009.5,0.0,0.0,757.0,29.6
颇林,2024-08-04 09:00,28.2,1.0,90.0,92.0,35.0,26.7,1006.1,1009.5,0.0,0.0,841.0,30.6
颇林,2024-08-04 10:00,30.3,0.8,20.0,84.0,36.1,27.2,1006.2,1009.6,0.0,0.0,1483.0,32.2
颇林,2024-08-04 11:00,31.1,1.0,360.0,80.0,36.1,27.2,1006.0,1009.4,0.0,0.0,1934.0,35.9
颇林,2024-08-04 12:00,32.3,1.2,360.0,74.0,35.6,27.0,1005.5,1008.9,0.0,0.0,2383.0,38.6
颇林,2024-08-04 13:00,32.3,0.9,70.0,79.0,38.0,28.1,1005.0,1008.4,4.0,4.0,2608.0,38.6
颇林,2024-08-04 14:00,33.9,1.3,290.0,65.0,34.2,26.3,1004.6,1008.0,4.0,4.0,3101.0,43.5
颇林,2024-08-04 15:00,33.8,1.4,290.0,67.0,35.2,26.8,1004.3,1007.7,4.0,0.0,3092.0,41.5
颇林,2024-08-04 16:00,33.7,1.4,320.0,70.0,36.5,27.4,1004.0,1007.4,0.0,0.0,2920.0,41.0
颇林,2024-08-04 17:00,33.0,0.9,290.0,72.0,36.1,27.2,1003.6,1007.0,0.0,0.0,3286.0,38.1
颇林,2024-08-04 18:00,32.1,0.9,290.0,71.0,33.8,26.1,1003.5,1006.9,0.0,0.0,3793.0,34.7
颇林,2024-08-04 19:00,29.4,0.1,0.0,86.0,35.2,26.8,1003.7,1007.1,0.0,0.0,3210.0,32.2
颇林,2024-08-04 20:00,27.5,0.1,0.0,93.0,34.0,26.2,1003.5,1006.9,0.0,0.0,2197.0,30.5
颇林,2024-08-04 21:00,27.0,0.0,0.0,97.0,34.4,26.4,1004.4,1007.9,0.0,0.0,1062.0,29.6
颇林,2024-08-04 22:00,27.2,1.2,180.0,95.0,34.2,26.3,1004.8,1008.3,3.0,0.0,1742.0,29.1
颇林,2024-08-04 23:00,26.3,0.2,0.0,98.0,33.4,25.9,1005.1,1008.6,4.0,0.0,1193.0,28.6
颇林,2024-08-05 00:00,26.7,0.8,160.0,97.0,33.8,26.1,1005.0,1008.5,4.0,4.0,1070.0,28.5
颇林,2024-08-05 01:00,26.0,0.4,0.0,99.0,33.2,25.8,1004.6,1008.1,3.0,0.0,633.0,28.0
颇林,2024-08-05 02:00,26.2,0.1,0.0,99.0,33.6,26.0,1004.9,1008.4,7.0,2.0,784.0,28.1
颇林,2024-08-05 03:00,26.1,0.4,0.0,100.0,33.6,26.0,1004.8,1008.3,7.0,3.0,458.0,27.8
颇林,2024-08-05 04:00,26.2,0.2,0.0,99.0,33.6,26.0,1004.9,1008.4,6.0,6.0,570.0,28.0
颇林,2024-08-05 05:00,25.7,0.5,50.0,99.0,32.6,25.5,1005.6,1009.1,7.0,7.0,299.0,27.6
颇林,2024-08-05 06:00,25.6,1.3,140.0,100.0,32.6,25.5,1004.9,1008.4,10.0,1.0,438.0,27.3
颇林,2024-08-05 07:00,25.7,0.8,140.0,100.0,32.8,25.6,1004.4,1007.9,8.0,5.0,298.0,27.7
颇林,2024-08-05 08:00,27.7,1.0,140.0,89.0,33.0,25.7,1005.2,1008.6,5.0,0.0,1479.0,29.2
颇林,2024-08-05 09:00,29.3,0.8,230.0,84.0,34.2,26.3,1005.4,1008.8,5.0,4.0,2695.0,31.0
颇林,2024-08-05 10:00,30.0,0.7,20.0,82.0,34.6,26.5,1005.5,1008.9,4.0,4.0,1984.0,33.0
颇林,2024-08-05 11:00,31.2,0.6,180.0,80.0,36.3,27.3,1005.5,1008.9,6.0,1.0,1572.0,36.1
颇林,2024-08-05 12:00,32.0,0.6,50.0,73.0,34.6,26.5,1005.2,1008.6,7.0,5.0,1856.0,39.6
颇林,2024-08-05 13:00,33.1,0.5,290.0,75.0,37.8,28.0,1005.0,1008.4,7.0,5.0,1678.0,40.6
颇林,2024-08-05 14:00,32.8,1.0,70.0,76.0,37.8,28.0,1004.3,1007.7,6.0,6.0,1429.0,40.9
颇林,2024-08-05 15:00,33.5,1.3,290.0,67.0,34.6,26.5,1003.3,1006.7,4.0,0.0,2958.0,39.2
颇林,2024-08-05 16:00,33.2,1.8,290.0,69.0,35.0,26.7,1003.8,1007.2,6.0,0.0,3362.0,39.3
颇林,2024-08-05 17:00,32.7,2.5,320.0,72.0,35.4,26.9,1003.7,1007.1,8.0,2.0,4600.0,36.9
颇林,2024-08-05 18:00,30.3,2.4,320.0,79.0,34.0,26.2,1003.3,1006.7,6.0,1.0,4929.0,32.7
颇林,2024-08-05 19:00,29.2,1.5,270.0,84.0,34.0,26.2,1003.9,1007.3,6.0,6.0,3749.0,31.6
颇林,2024-08-05 20:00,27.7,0.7,200.0,93.0,34.4,26.4,1004.0,1007.4,7.0,1.0,2650.0,30.1
颇林,2024-08-05 21:00,27.7,1.0,200.0,93.0,34.4,26.4,1004.7,1008.1,10.0,7.0,2237.0,29.7
颇林,2024-08-05 22:00,27.3,0.6,230.0,95.0,34.4,26.4,1005.5,1009.0,10.0,9.0,2179.0,29.2
颇林,2024-08-05 23:00,27.0,0.4,0.0,96.0,34.2,26.3,1005.2,1008.7,10.0,4.0,1776.0,29.2
颇林,2024-08-06 00:00,26.7,0.5,20.0,97.0,33.8,26.1,1004.5,1008.0,10.0,9.0,1350.0,28.9
颇林,2024-08-06 01:00,26.8,1.0,180.0,96.0,33.8,26.1,1003.8,1007.3,10.0,6.0,1858.0,28.6
颇林,2024-08-06 02:00,26.6,0.5,200.0,90.0,31.3,24.8,1004.0,1007.5,7.0,7.0,4282.0,28.2
颇林,2024-08-06 03:00,25.4,0.2,0.0,98.0,31.7,25.0,1004.4,1007.9,6.0,6.0,1563.0,28.0
颇林,2024-08-06 04:00,25.6,0.7,200.0,99.0,32.4,25.4,1004.9,1008.4,7.0,7.0,1091.0,28.0
颇林,2024-08-06 05:00,25.3,0.3,0.0,97.0,31.1,24.7,1005.1,1008.6,3.0,3.0,1303.0,27.5
颇林,2024-08-06 06:00,25.2,0.4,0.0,99.0,31.7,25.0,1005.8,1009.3,6.0,6.0,803.0,27.5
颇林,2024-08-06 07:00,25.5,0.0,0.0,99.0,32.2,25.3,1005.9,1009.4,7.0,7.0,1021.0,27.7
颇林,2024-08-06 08:00,26.2,0.1,0.0,96.0,32.6,25.5,1006.3,1009.8,6.0,2.0,1807.0,28.7
颇林,2024-08-06 09:00,27.7,0.9,140.0,90.0,33.4,25.9,1006.3,1009.8,6.0,6.0,2554.0,30.2
颇林,2024-08-06 10:00,28.5,1.4,180.0,84.0,32.6,25.5,1006.3,1009.7,6.0,6.0,3579.0,31.8
颇林,2024-08-06 11:00,29.9,1.9,90.0,82.0,34.4,26.4,1006.2,1009.6,6.0,6.0,3718.0,35.4
颇林,2024-08-06 12:00,30.9,0.8,90.0,76.0,33.8,26.1,1005.9,1009.3,6.0,1.0,3552.0,39.2
颇林,2024-08-06 13:00,31.0,1.0,90.0,75.0,33.6,26.0,1005.1,1008.5,6.0,6.0,3757.0,40.0
颇林,2024-08-06 14:00,32.4,2.0,270.0,70.0,34.0,26.2,1004.5,1007.9,6.0,1.0,4584.0,43.4
颇林,2024-08-06 15:00,32.8,1.8,270.0,69.0,34.2,26.3,1004.3,1007.7,4.0,0.0,4831.0,40.5
颇林,2024-08-06 16:00,31.5,1.0,290.0,74.0,34.0,26.2,1004.2,1007.6,7.0,1.0,4353.0,37.2
颇林,2024-08-06 17:00,31.7,1.9,270.0,77.0,35.9,27.1,1003.8,1007.2,7.0,2.0,4662.0,35.7
颇林,2024-08-06 18:00,31.6,1.3,320.0,72.0,33.4,25.9,1003.5,1006.9,2.0,0.0,5000.0,33.2
颇林,2024-08-06 19:00,29.2,0.5,360.0,84.0,34.0,26.2,1003.8,1007.2,3.0,0.0,5000.0,31.3
颇林,2024-08-06 20:00,28.0,0.5,340.0,89.0,33.6,26.0,1003.9,1007.3,2.0,0.0,3711.0,29.7
颇林,2024-08-06 21:00,26.7,0.8,200.0,95.0,33.2,25.8,1004.1,1007.6,3.0,0.0,2581.0,28.8
颇林,2024-08-06 22:00,26.2,0.4,0.0,98.0,33.2,25.8,1004.2,1007.7,3.0,0.0,1403.0,28.2
颇林,2024-08-06 23:00,25.7,0.0,0.0,100.0,32.8,25.6,1004.6,1008.1,3.0,0.0,762.0,27.8
颇林,2024-08-07 00:00,25.7,0.8,180.0,100.0,32.8,25.6,1004.7,1008.2,3.0,3.0,896.0,27.7
颇林,2024-08-07 01:00,25.0,0.0,0.0,100.0,31.5,24.9,1004.7,1008.2,3.0,0.0,685.0,27.1
颇林,2024-08-07 02:00,24.9,0.3,0.0,100.0,31.3,24.8,1004.8,1008.3,6.0,6.0,630.0,27.0
颇林,2024-08-07 03:00,25.1,0.6,110.0,100.0,31.7,25.0,1004.6,1008.1,10.0,9.0,503.0,27.1
颇林,2024-08-07 04:00,24.8,0.5,50.0,100.0,31.1,24.7,1004.4,1007.9,10.0,9.0,553.0,27.0
颇林,2024-08-07 05:00,24.6,0.6,140.0,100.0,30.7,24.5,1004.7,1008.2,10.0,9.0,631.0,26.8
颇林,2024-08-07 06:00,24.3,0.3,0.0,100.0,30.2,24.2,1004.8,1008.3,9.0,9.0,494.0,26.7
颇林,2024-08-07 07:00,24.7,0.3,0.0,100.0,30.9,24.6,1004.9,1008.4,8.0,6.0,902.0,27.7
颇林,2024-08-07 08:00,25.2,0.2,0.0,96.0,30.7,24.5,1005.1,1008.6,10.0,9.0,1706.0,27.8
颇林,2024-08-07 09:00,25.7,0.0,0.0,96.0,31.7,25.0,1005.1,1008.6,10.0,7.0,1002.0,28.3
颇林,2024-08-07 10:00,28.3,1.0,200.0,87.0,33.4,25.9,1005.2,1008.6,7.0,2.0,3187.0,31.1
颇林,2024-08-07 11:00,29.1,0.7,250.0,86.0,34.6,26.5,1004.6,1008.0,8.0,3.0,2638.0,33.7
颇林,2024-08-07 12:00,30.2,1.5,200.0,78.0,33.4,25.9,1003.9,1007.3,4.0,3.0,4689.0,38.4
颇林,2024-08-07 13:00,31.6,1.3,250.0,70.0,32.4,25.4,1003.4,1006.8,4.0,0.0,5000.0,43.2
颇林,2024-08-07 14:00,31.8,2.9,270.0,69.0,32.2,25.3,1003.0,1006.4,4.0,4.0,5000.0,43.0
颇林,2024-08-07 15:00,32.0,2.0,270.0,69.0,32.6,25.5,1002.5,1005.9,3.0,3.0,5000.0,39.5
颇林,2024-08-07 16:00,31.8,1.8,270.0,68.0,31.9,25.1,1002.0,1005.4,3.0,0.0,4512.0,41.9
颇林,2024-08-07 17:00,31.3,1.8,320.0,69.0,31.5,24.9,1001.9,1005.3,5.0,5.0,5000.0,37.4
颇林,2024-08-07 18:00,29.7,1.4,320.0,75.0,31.1,24.7,1001.6,1005.0,3.0,2.0,5000.0,33.6
颇林,2024-08-07 19:00,28.7,1.2,320.0,82.0,32.2,25.3,1001.9,1005.3,4.0,0.0,5000.0,31.3
颇林,2024-08-07 20:00,27.5,1.2,320.0,88.0,32.2,25.3,1002.3,1005.7,6.0,1.0,4648.0,29.7
颇林,2024-08-07 21:00,26.7,0.8,270.0,92.0,32.1,25.2,1002.6,1006.1,3.0,3.0,2074.0,29.2
颇林,2024-08-07 22:00,25.7,0.0,0.0,97.0,31.9,25.1,1002.6,1006.1,4.0,2.0,1535.0,28.5
颇林,2024-08-07 23:00,25.6,0.7,230.0,98.0,32.1,25.2,1002.3,1005.8,4.0,3.0,841.0,27.9
颇林,2024-08-08 00:00,25.2,0.0,0.0,99.0,31.7,25.0,1002.5,1006.0,3.0,3.0,560.0,27.5
颇林,2024-08-08 01:00,25.3,0.2,0.0,100.0,32.1,25.2,1002.6,1006.1,6.0,6.0,597.0,27.7
颇林,2024-08-08 02:00,25.7,0.3,0.0,100.0,32.8,25.6,1002.4,1005.9,9.0,9.0,1074.0,27.8
颇林,2024-08-08 03:00,25.3,0.2,0.0,100.0,32.1,25.2,1002.3,1005.8,9.0,9.0,600.0,27.6
颇林,2024-08-08 04:00,25.2,0.6,90.0,100.0,31.9,25.1,1001.9,1005.4,8.0,8.0,386.0,27.2
颇林,2024-08-08 05:00,25.1,0.0,0.0,100.0,31.7,25.0,1002.5,1006.0,9.0,6.0,409.0,27.2
颇林,2024-08-08 06:00,25.2,0.4,0.0,100.0,31.9,25.1,1002.4,1005.9,10.0,10.0,494.0,27.2
颇林,2024-08-08 07:00,25.3,1.0,70.0,100.0,32.1,25.2,1002.6,1006.1,8.0,8.0,501.0,27.7
颇林,2024-08-08 08:00,26.7,0.5,70.0,93.0,32.4,25.4,1002.8,1006.3,9.0,7.0,842.0,29.4
颇林,2024-08-08 09:00,27.2,0.4,0.0,90.0,32.4,25.4,1002.4,1005.8,8.0,7.0,1769.0,30.2
颇林,2024-08-08 10:00,28.2,0.7,250.0,80.0,30.6,24.4,1001.9,1005.3,9.0,3.0,4295.0,31.5
颇林,2024-08-08 11:00,28.7,0.6,290.0,82.0,32.2,25.3,1002.2,1005.6,10.0,6.0,4777.0,31.8
颇林,2024-08-08 12:00,28.1,0.8,290.0,86.0,32.6,25.5,1002.2,1005.6,10.0,2.0,3063.0,30.8
颇林,2024-08-08 13:00,28.5,0.9,270.0,86.0,33.4,25.9,1002.4,1005.8,10.0,2.0,4233.0,31.8
颇林,2024-08-08 14:00,29.7,1.5,320.0,78.0,32.4,25.4,1002.2,1005.6,10.0,7.0,4389.0,35.8
颇林,2024-08-08 15:00,29.8,1.4,250.0,81.0,33.8,26.1,1001.4,1004.8,9.0,9.0,4224.0,36.2
颇林,2024-08-08 16:00,30.0,1.7,250.0,80.0,33.8,26.1,1001.2,1004.6,5.0,5.0,4795.0,38.7
颇林,2024-08-08 17:00,29.9,1.2,250.0,76.0,32.1,25.2,1000.9,1004.3,6.0,0.0,4862.0,35.9
颇林,2024-08-08 18:00,29.6,1.0,290.0,76.0,31.5,24.9,1000.7,1004.1,7.0,0.0,4790.0,32.8
颇林,2024-08-08 19:00,28.7,0.9,320.0,80.0,31.3,24.8,1001.2,1004.6,6.0,0.0,4578.0,30.7
颇林,2024-08-08 20:00,26.6,0.2,0.0,90.0,31.3,24.8,1001.6,1005.1,5.0,0.0,3124.0,28.9
颇林,2024-08-08 21:00,26.2,0.6,290.0,93.0,31.5,24.9,1002.0,1005.5,4.0,0.0,2279.0,28.1
颇林,2024-08-08 22:00,25.3,0.8,180.0,97.0,31.1,24.7,1002.2,1005.7,0.0,0.0,1144.0,27.3
颇林,2024-08-08 23:00,25.1,0.7,180.0,99.0,31.5,24.9,1002.3,1005.8,0.0,0.0,735.0,26.7
颇林,2024-08-09 00:00,24.7,0.3,0.0,100.0,30.9,24.6,1002.3,1005.8,0.0,0.0,549.0,26.7
颇林,2024-08-09 01:00,24.8,0.6,160.0,100.0,31.1,24.7,1002.1,1005.6,0.0,0.0,626.0,26.6
颇林,2024-08-09 02:00,24.3,0.3,0.0,99.0,30.0,24.1,1002.2,1005.7,0.0,0.0,561.0,26.1
颇林,2024-08-09 03:00,23.7,0.0,0.0,100.0,29.1,23.6,1002.1,1005.6,0.0,0.0,230.0,25.6
颇林,2024-08-09 04:00,24.2,0.6,200.0,100.0,30.0,24.1,1002.1,1005.6,0.0,0.0,540.0,26.2
颇林,2024-08-09 05:00,24.6,0.1,0.0,100.0,30.7,24.5,1002.5,1006.0,2.0,2.0,461.0,26.6
颇林,2024-08-09 06:00,24.7,0.6,110.0,100.0,30.9,24.6,1002.7,1006.2,0.0,0.0,181.0,26.7
颇林,2024-08-09 07:00,25.1,0.2,0.0,100.0,31.7,25.0,1002.8,1006.3,0.0,0.0,463.0,27.5
颇林,2024-08-09 08:00,26.6,0.8,90.0,93.0,32.2,25.3,1002.9,1006.4,0.0,0.0,903.0,28.1
颇林,2024-08-09 09:00,27.4,1.2,70.0,87.0,31.7,25.0,1002.7,1006.1,1.0,1.0,2017.0,30.1
颇林,2024-08-09 10:00,27.8,0.8,360.0,86.0,32.1,25.2,1002.6,1006.0,0.0,0.0,2839.0,29.8
颇林,2024-08-09 11:00,30.1,1.5,20.0,78.0,33.2,25.8,1002.2,1005.6,0.0,0.0,3540.0,36.5
颇林,2024-08-09 12:00,31.2,0.9,20.0,73.0,33.0,25.7,1002.0,1005.4,0.0,0.0,4486.0,40.9
颇林,2024-08-09 13:00,31.7,1.5,20.0,64.0,29.8,24.0,1001.6,1005.0,0.0,0.0,5000.0,45.4
颇林,2024-08-09 14:00,32.4,1.5,20.0,65.0,31.5,24.9,1001.3,1004.7,0.0,0.0,5000.0,45.9
颇林,2024-08-09 15:00,32.2,1.8,340.0,64.0,30.7,24.5,1000.8,1004.2,6.0,2.0,5000.0,41.8
颇林,2024-08-09 16:00,32.3,1.4,360.0,64.0,30.9,24.6,1000.6,1004.0,5.0,1.0,4978.0,41.9
颇林,2024-08-09 17:00,31.4,0.9,50.0,75.0,34.4,26.4,1000.4,1003.8,7.0,0.0,4482.0,37.0
颇林,2024-08-09 18:00,31.2,0.5,70.0,72.0,32.6,25.5,1000.2,1003.6,4.0,0.0,4885.0,34.2
颇林,2024-08-09 19:00,29.4,0.4,0.0,83.0,34.0,26.2,1000.4,1003.8,5.0,0.0,3124.0,31.8
颇林,2024-08-09 20:00,27.2,0.4,0.0,91.0,32.6,25.5,1000.6,1004.0,0.0,0.0,2445.0,30.0
颇林,2024-08-09 21:00,26.5,0.3,0.0,96.0,33.2,25.8,1001.3,1004.8,0.0,0.0,1468.0,28.9
颇林,2024-08-09 22:00,25.8,0.2,0.0,96.0,31.9,25.1,1001.4,1004.9,6.0,0.0,1373.0,28.3
颇林,2024-08-09 23:00,25.3,0.5,180.0,98.0,31.5,24.9,1001.3,1004.8,5.0,0.0,1015.0,27.7
颇林,2024-08-10 00:00,25.0,0.6,180.0,99.0,31.3,24.8,1001.1,1004.6,5.0,1.0,789.0,27.2
颇林,2024-08-10 01:00,24.3,0.2,0.0,99.0,30.0,24.1,1000.9,1004.4,0.0,0.0,428.0,26.7
颇林,2024-08-10 02:00,24.2,0.0,0.0,100.0,30.0,24.1,1000.9,1004.4,0.0,0.0,429.0,26.2
颇林,2024-08-10 03:00,23.7,0.6,70.0,100.0,29.1,23.6,1001.0,1004.5,7.0,0.0,257.0,26.1
颇林,2024-08-10 04:00,24.2,0.6,360.0,100.0,30.0,24.1,1001.0,1004.5,7.0,7.0,173.0,26.5
颇林,2024-08-10 05:00,24.2,1.0,70.0,100.0,30.0,24.1,1001.1,1004.6,7.0,7.0,91.0,26.5
颇林,2024-08-10 06:00,24.0,0.8,50.0,100.0,29.7,23.9,1001.5,1005.0,0.0,0.0,40.0,26.6
颇林,2024-08-10 07:00,24.0,0.4,0.0,100.0,29.7,23.9,1001.6,1005.1,0.0,0.0,23.0,26.8
颇林,2024-08-10 08:00,24.3,0.8,90.0,100.0,30.2,24.2,1001.9,1005.4,6.0,6.0,509.0,28.5
颇林,2024-08-10 09:00,27.2,1.1,70.0,89.0,32.1,25.2,1001.4,1004.8,5.0,3.0,1414.0,29.7
颇林,2024-08-10 10:00,29.7,0.8,360.0,85.0,35.2,26.8,1001.1,1004.5,5.0,3.0,1918.0,31.2
颇林,2024-08-10 11:00,29.6,1.0,70.0,87.0,35.9,27.1,1000.9,1004.3,6.0,4.0,1362.0,32.0
颇林,2024-08-10 12:00,30.0,0.8,50.0,83.0,35.0,26.7,1000.3,1003.7,8.0,8.0,1704.0,33.0
颇林,2024-08-10 13:00,30.3,1.3,320.0,76.0,32.6,25.5,1000.1,1003.5,8.0,8.0,2020.0,32.3
颇林,2024-08-10 14:00,31.8,0.7,320.0,70.0,32.8,25.6,999.8,1003.2,9.0,4.0,1928.0,37.0
颇林,2024-08-10 15:00,31.0,1.2,320.0,75.0,33.6,26.0,999.8,1003.2,9.0,0.0,1663.0,35.2
颇林,2024-08-10 16:00,31.4,0.9,290.0,74.0,33.8,26.1,999.5,1002.9,8.0,1.0,2352.0,36.2
颇林,2024-08-10 17:00,31.3,1.9,270.0,72.0,32.8,25.6,999.4,1002.8,7.0,1.0,2305.0,35.5
颇林,2024-08-10 18:00,31.2,0.5,320.0,67.0,30.4,24.3,999.3,1002.7,2.0,2.0,3070.0,33.0
颇林,2024-08-10 19:00,27.5,0.1,0.0,89.0,32.6,25.5,999.3,1002.7,3.0,2.0,1534.0,30.7
颇林,2024-08-10 20:00,26.5,0.0,0.0,93.0,32.1,25.2,999.5,1002.9,7.0,7.0,1596.0,29.5
颇林,2024-08-10 21:00,25.6,0.1,0.0,97.0,31.7,25.0,1000.2,1003.7,6.0,4.0,861.0,28.3
颇林,2024-08-10 22:00,25.5,0.7,180.0,96.0,31.3,24.8,1000.1,1003.6,3.0,0.0,982.0,27.7
颇林,2024-08-10 23:00,24.7,0.2,0.0,99.0,30.7,24.5,1000.3,1003.7,3.0,0.0,553.0,27.2
颇林,2024-08-11 00:00,24.6,0.0,0.0,99.0,30.6,24.4,1000.0,1003.5,6.0,1.0,434.0,26.8
颇林,2024-08-11 01:00,24.4,0.5,90.0,100.0,30.4,24.3,999.7,1003.2,7.0,1.0,302.0,26.6
颇林,2024-08-11 02:00,24.2,0.3,0.0,100.0,30.0,24.1,999.4,1002.9,7.0,0.0,360.0,26.3
颇林,2024-08-11 03:00,24.5,0.1,0.0,100.0,30.6,24.4,999.6,1003.1,10.0,6.0,347.0,26.6
颇林,2024-08-11 04:00,24.5,0.4,0.0,100.0,30.6,24.4,999.5,1003.0,7.0,7.0,480.0,26.5
颇林,2024-08-11 05:00,24.1,0.5,90.0,100.0,29.8,24.0,999.4,1002.9,6.0,2.0,322.0,25.8
颇林,2024-08-11 06:00,24.2,0.1,0.0,100.0,30.0,24.1,999.7,1003.2,7.0,7.0,301.0,26.1
颇林,2024-08-11 07:00,24.8,0.4,0.0,99.0,30.9,24.6,1000.2,1003.6,7.0,1.0,502.0,26.5
颇林,2024-08-11 08:00,28.3,0.3,0.0,85.0,32.6,25.5,1000.5,1003.9,5.0,0.0,1177.0,27.8
颇林,2024-08-11 09:00,30.3,1.7,230.0,75.0,32.2,25.3,1000.5,1003.9,7.0,0.0,3171.0,29.8
颇林,2024-08-11 10:00,30.6,1.2,250.0,73.0,31.9,25.1,1000.6,1004.0,5.0,4.0,3070.0,31.0
颇林,2024-08-11 11:00,32.2,1.6,230.0,72.0,34.6,26.5,1000.2,1003.6,7.0,7.0,3492.0,37.4
颇林,2024-08-11 12:00,32.0,1.4,230.0,67.0,31.7,25.0,999.8,1003.2,7.0,3.0,3420.0,40.5
颇林,2024-08-11 13:00,33.0,1.2,250.0,66.0,33.0,25.7,999.6,1003.0,7.0,5.0,3715.0,43.5
颇林,2024-08-11 14:00,32.4,2.7,270.0,69.0,33.4,25.9,999.5,1002.9,8.0,4.0,4275.0,43.4
颇林,2024-08-11 15:00,33.0,3.2,270.0,62.0,31.1,24.7,999.1,1002.5,7.0,0.0,4795.0,43.3
颇林,2024-08-11 16:00,32.7,1.5,270.0,65.0,32.1,25.2,999.0,1002.4,8.0,0.0,4225.0,40.2
颇林,2024-08-11 17:00,31.1,1.2,270.0,75.0,33.8,26.1,999.1,1002.5,10.0,4.0,3464.0,35.6
颇林,2024-08-11 18:00,30.7,0.5,320.0,75.0,33.0,25.7,999.0,1002.4,10.0,1.0,3221.0,33.9
颇林,2024-08-11 19:00,30.0,0.5,320.0,81.0,34.2,26.3,999.2,1002.6,9.0,2.0,2601.0,32.4
颇林,2024-08-11 20:00,28.1,0.6,200.0,91.0,34.4,26.4,999.6,1003.0,6.0,6.0,1862.0,30.5
颇林,2024-08-11 21:00,27.0,0.6,50.0,95.0,33.8,26.1,1000.0,1003.4,6.0,1.0,1235.0,29.6
颇林,2024-08-11 22:00,26.8,0.0,0.0,96.0,33.8,26.1,1000.2,1003.6,8.0,8.0,1062.0,29.1
颇林,2024-08-11 23:00,26.2,0.6,140.0,98.0,33.2,25.8,1000.1,1003.6,5.0,3.0,753.0,28.3
颇林,2024-08-12 00:00,25.7,0.3,0.0,99.0,32.6,25.5,1000.4,1003.9,3.0,0.0,590.0,27.8
颇林,2024-08-12 01:00,25.7,0.2,0.0,100.0,32.8,25.6,1000.3,1003.8,3.0,0.0,582.0,27.5
颇林,2024-08-12 02:00,25.1,0.1,0.0,100.0,31.7,25.0,1000.2,1003.7,3.0,0.0,271.0,27.1
颇林,2024-08-12 03:00,25.2,0.2,0.0,100.0,31.9,25.1,1000.3,1003.8,3.0,3.0,402.0,26.9
颇林,2024-08-12 04:00,25.1,0.2,0.0,100.0,31.7,25.0,1000.6,1004.1,5.0,5.0,299.0,27.0
