ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),½ÃÁ¤(10m),Áö¸é¿Âµµ(¡ÆC)
¼­±ÍÆ÷,2024-06-29 10:00,23.3,1.5,360.0,96.0,27.4,22.6,1001.9,1007.8,10.0,9.0,779.0,23.8
¼­±ÍÆ÷,2024-06-29 11:00,23.5,1.5,50.0,97.0,27.9,22.9,1000.8,1006.7,10.0,8.0,250.0,23.6
¼­±ÍÆ÷,2024-06-29 12:00,24.4,2.6,290.0,97.0,29.5,23.8,1000.6,1006.5,10.0,9.0,159.0,23.7
¼­±ÍÆ÷,2024-06-29 13:00,24.1,3.3,230.0,97.0,28.9,23.5,1000.0,1005.9,10.0,8.0,232.0,24.2
¼­±ÍÆ÷,2024-06-29 14:00,24.0,3.8,200.0,98.0,29.1,23.6,999.5,1005.4,10.0,9.0,209.0,24.3
¼­±ÍÆ÷,2024-06-29 15:00,24.3,2.3,230.0,98.0,29.7,23.9,999.2,1005.1,10.0,9.0,281.0,24.7
¼­±ÍÆ÷,2024-06-29 16:00,24.4,1.9,230.0,98.0,29.8,24.0,998.5,1004.4,10.0,9.0,476.0,24.9
¼­±ÍÆ÷,2024-06-29 17:00,24.4,2.4,270.0,97.0,29.5,23.8,998.3,1004.1,10.0,9.0,698.0,24.6
¼­±ÍÆ÷,2024-06-29 18:00,24.5,3.0,270.0,97.0,29.7,23.9,998.5,1004.3,10.0,9.0,857.0,24.5
¼­±ÍÆ÷,2024-06-29 19:00,24.5,3.6,230.0,97.0,29.7,23.9,998.7,1004.5,10.0,8.0,893.0,24.4
¼­±ÍÆ÷,2024-06-29 20:00,24.5,3.4,250.0,96.0,29.5,23.8,999.0,1004.8,10.0,9.0,990.0,24.2
¼­±ÍÆ÷,2024-06-29 21:00,24.6,3.3,270.0,96.0,29.7,23.9,999.3,1005.1,10.0,10.0,1117.0,24.2
¼­±ÍÆ÷,2024-06-29 22:00,24.4,2.1,250.0,96.0,29.3,23.7,999.4,1005.3,10.0,10.0,973.0,24.1
¼­±ÍÆ÷,2024-06-29 23:00,24.3,2.8,250.0,96.0,29.1,23.6,999.3,1005.2,10.0,10.0,1093.0,24.0
¼­±ÍÆ÷,2024-06-30 00:00,24.3,2.4,250.0,96.0,29.1,23.6,999.0,1004.9,10.0,10.0,964.0,24.0
¼­±ÍÆ÷,2024-06-30 01:00,24.3,2.8,250.0,96.0,29.1,23.6,998.7,1004.6,8.0,8.0,921.0,24.0
¼­±ÍÆ÷,2024-06-30 02:00,24.3,4.5,250.0,96.0,29.1,23.6,998.0,1003.9,9.0,9.0,868.0,24.0
¼­±ÍÆ÷,2024-06-30 03:00,24.2,3.2,230.0,97.0,29.1,23.6,997.5,1003.4,10.0,10.0,739.0,24.0
¼­±ÍÆ÷,2024-06-30 04:00,24.2,4.0,250.0,96.0,28.9,23.5,997.5,1003.4,10.0,10.0,922.0,23.9
¼­±ÍÆ÷,2024-06-30 05:00,24.1,3.5,250.0,96.0,28.8,23.4,997.2,1003.1,10.0,10.0,861.0,23.9
¼­±ÍÆ÷,2024-06-30 06:00,23.9,3.9,230.0,96.0,28.4,23.2,997.1,1003.0,10.0,10.0,735.0,23.9
¼­±ÍÆ÷,2024-06-30 07:00,24.0,5.2,230.0,97.0,28.8,23.4,996.8,1002.7,10.0,10.0,669.0,23.8
¼­±ÍÆ÷,2024-06-30 08:00,24.0,5.1,230.0,97.0,28.8,23.4,997.5,1003.4,10.0,10.0,772.0,24.0
¼­±ÍÆ÷,2024-06-30 09:00,24.3,3.7,230.0,95.0,28.8,23.4,997.7,1003.5,10.0,9.0,831.0,24.2
¼­±ÍÆ÷,2024-06-30 10:00,24.1,5.1,230.0,97.0,28.9,23.5,996.7,1002.5,10.0,9.0,291.0,24.4
¼­±ÍÆ÷,2024-06-30 11:00,23.8,5.0,230.0,98.0,28.8,23.4,996.5,1002.4,10.0,9.0,140.0,24.3
¼­±ÍÆ÷,2024-06-30 12:00,24.1,6.2,230.0,98.0,29.3,23.7,996.4,1002.2,10.0,9.0,630.0,24.6
¼­±ÍÆ÷,2024-06-30 13:00,24.1,5.8,230.0,98.0,29.3,23.7,996.3,1002.1,10.0,9.0,191.0,24.6
¼­±ÍÆ÷,2024-06-30 14:00,24.0,5.6,230.0,98.0,29.1,23.6,995.9,1001.7,10.0,9.0,462.0,24.5
¼­±ÍÆ÷,2024-06-30 15:00,23.8,3.6,250.0,98.0,28.8,23.4,995.9,1001.8,10.0,9.0,308.0,24.5
¼­±ÍÆ÷,2024-06-30 16:00,23.5,2.9,250.0,98.0,28.3,23.1,996.1,1002.0,10.0,10.0,397.0,24.6
¼­±ÍÆ÷,2024-06-30 17:00,23.7,2.8,250.0,98.0,28.6,23.3,996.5,1002.4,10.0,10.0,521.0,24.4
¼­±ÍÆ÷,2024-06-30 18:00,23.5,2.9,250.0,97.0,27.9,22.9,996.7,1002.6,10.0,9.0,535.0,24.0
¼­±ÍÆ÷,2024-06-30 19:00,23.5,2.4,250.0,97.0,27.9,22.9,997.3,1003.2,10.0,9.0,526.0,23.9
¼­±ÍÆ÷,2024-06-30 20:00,23.4,2.2,270.0,97.0,27.7,22.8,997.1,1003.0,10.0,9.0,695.0,23.6
¼­±ÍÆ÷,2024-06-30 21:00,23.7,2.4,230.0,98.0,28.6,23.3,997.5,1003.4,10.0,8.0,820.0,23.7
¼­±ÍÆ÷,2024-06-30 22:00,23.3,1.3,250.0,98.0,27.9,22.9,998.2,1004.1,10.0,10.0,48.0,23.5
¼­±ÍÆ÷,2024-06-30 23:00,23.2,1.8,250.0,98.0,27.7,22.8,998.5,1004.4,10.0,10.0,67.0,23.5
¼­±ÍÆ÷,2024-07-01 00:00,23.4,2.3,270.0,98.0,28.1,23.0,998.7,1004.6,10.0,9.0,630.0,23.5
¼­±ÍÆ÷,2024-07-01 01:00,23.7,1.6,230.0,97.0,28.3,23.1,998.9,1004.8,10.0,9.0,837.0,23.6
¼­±ÍÆ÷,2024-07-01 02:00,23.7,1.2,250.0,98.0,28.6,23.3,998.5,1004.4,10.0,9.0,899.0,23.6
¼­±ÍÆ÷,2024-07-01 03:00,23.8,1.7,250.0,97.0,28.4,23.2,998.2,1004.1,10.0,4.0,1054.0,23.5
¼­±ÍÆ÷,2024-07-01 04:00,23.7,1.9,230.0,97.0,28.3,23.1,998.0,1003.9,10.0,7.0,1460.0,23.3
¼­±ÍÆ÷,2024-07-01 05:00,23.6,1.4,250.0,95.0,27.6,22.7,998.1,1004.0,10.0,6.0,4854.0,23.2
¼­±ÍÆ÷,2024-07-01 06:00,24.0,2.3,270.0,93.0,27.6,22.7,998.7,1004.6,9.0,7.0,5000.0,23.3
¼­±ÍÆ÷,2024-07-01 07:00,24.0,1.8,230.0,94.0,27.9,22.9,998.6,1004.5,9.0,8.0,4003.0,24.2
¼­±ÍÆ÷,2024-07-01 08:00,24.0,1.9,230.0,96.0,28.6,23.3,998.5,1004.4,9.0,8.0,893.0,25.0
¼­±ÍÆ÷,2024-07-01 09:00,25.0,1.1,250.0,93.0,29.3,23.7,999.0,1004.9,8.0,3.0,1584.0,28.8
¼­±ÍÆ÷,2024-07-01 10:00,24.4,1.3,250.0,94.0,28.6,23.3,999.4,1005.3,10.0,3.0,1300.0,27.5
¼­±ÍÆ÷,2024-07-01 11:00,25.3,0.9,230.0,91.0,29.3,23.7,999.6,1005.5,10.0,2.0,2625.0,28.8
¼­±ÍÆ÷,2024-07-01 12:00,26.3,1.1,230.0,88.0,30.0,24.1,999.2,1005.1,8.0,2.0,2308.0,32.7
¼­±ÍÆ÷,2024-07-01 13:00,25.1,2.5,200.0,88.0,27.9,22.9,999.4,1005.3,10.0,3.0,3221.0,32.6
¼­±ÍÆ÷,2024-07-01 14:00,24.5,1.7,230.0,92.0,28.3,23.1,999.6,1005.5,10.0,10.0,2788.0,29.5
¼­±ÍÆ÷,2024-07-01 15:00,24.2,1.4,230.0,95.0,28.6,23.3,999.5,1005.4,10.0,9.0,594.0,27.2
¼­±ÍÆ÷,2024-07-01 16:00,24.1,1.3,230.0,96.0,28.8,23.4,999.1,1005.0,10.0,9.0,329.0,26.7
¼­±ÍÆ÷,2024-07-01 17:00,24.1,0.7,230.0,96.0,28.8,23.4,999.1,1005.0,10.0,9.0,571.0,26.7
¼­±ÍÆ÷,2024-07-01 18:00,24.6,0.7,230.0,95.0,29.3,23.7,999.1,1004.9,10.0,4.0,1200.0,27.3
¼­±ÍÆ÷,2024-07-01 19:00,23.3,1.3,180.0,96.0,27.4,22.6,1000.0,1005.9,10.0,7.0,587.0,25.4
¼­±ÍÆ÷,2024-07-01 20:00,23.5,0.5,250.0,96.0,27.7,22.8,1000.3,1006.2,10.0,9.0,720.0,24.9
¼­±ÍÆ÷,2024-07-01 21:00,23.9,1.2,20.0,97.0,28.6,23.3,1000.3,1006.2,10.0,6.0,555.0,24.6
¼­±ÍÆ÷,2024-07-01 22:00,24.0,1.3,200.0,96.0,28.6,23.3,1000.9,1006.8,10.0,9.0,1559.0,24.5
¼­±ÍÆ÷,2024-07-01 23:00,23.9,1.4,230.0,97.0,28.6,23.3,1000.6,1006.5,10.0,10.0,374.0,24.4
¼­±ÍÆ÷,2024-07-02 00:00,24.1,2.5,200.0,98.0,29.3,23.7,1000.2,1006.1,10.0,10.0,43.0,24.4
¼­±ÍÆ÷,2024-07-02 01:00,23.9,1.8,200.0,98.0,28.9,23.5,1000.0,1005.9,10.0,10.0,28.0,24.3
¼­±ÍÆ÷,2024-07-02 02:00,24.2,1.5,230.0,98.0,29.5,23.8,999.7,1005.6,10.0,10.0,470.0,24.4
¼­±ÍÆ÷,2024-07-02 03:00,24.6,2.1,250.0,97.0,29.8,24.0,999.5,1005.3,10.0,10.0,1374.0,24.5
¼­±ÍÆ÷,2024-07-02 04:00,24.5,1.9,230.0,96.0,29.5,23.8,999.3,1005.2,10.0,10.0,1366.0,24.5
¼­±ÍÆ÷,2024-07-02 05:00,24.4,1.7,250.0,96.0,29.3,23.7,999.5,1005.4,10.0,10.0,1406.0,24.4
¼­±ÍÆ÷,2024-07-02 06:00,24.6,2.1,250.0,96.0,29.7,23.9,999.9,1005.8,10.0,10.0,1540.0,24.4
¼­±ÍÆ÷,2024-07-02 07:00,24.9,2.4,250.0,95.0,29.8,24.0,1000.4,1006.3,9.0,8.0,1729.0,24.7
¼­±ÍÆ÷,2024-07-02 08:00,24.5,1.9,230.0,97.0,29.7,23.9,1001.1,1007.0,10.0,10.0,423.0,25.1
¼­±ÍÆ÷,2024-07-02 09:00,25.1,2.5,230.0,97.0,30.7,24.5,1000.9,1006.8,10.0,10.0,1056.0,26.0
¼­±ÍÆ÷,2024-07-02 10:00,25.3,2.3,230.0,96.0,30.9,24.6,1001.0,1006.9,10.0,10.0,993.0,26.5
¼­±ÍÆ÷,2024-07-02 11:00,25.3,2.3,250.0,95.0,30.6,24.4,1001.3,1007.2,10.0,10.0,867.0,27.1
¼­±ÍÆ÷,2024-07-02 12:00,25.9,2.5,250.0,94.0,31.3,24.8,1001.4,1007.3,10.0,10.0,1086.0,28.6
¼­±ÍÆ÷,2024-07-02 13:00,26.0,1.8,230.0,93.0,31.1,24.7,1001.3,1007.2,10.0,10.0,1348.0,28.5
¼­±ÍÆ÷,2024-07-02 14:00,25.9,2.7,250.0,93.0,30.9,24.6,1001.1,1007.0,10.0,10.0,1426.0,28.2
¼­±ÍÆ÷,2024-07-02 15:00,25.8,2.1,270.0,93.0,30.7,24.5,1000.9,1006.8,10.0,10.0,1416.0,27.9
¼­±ÍÆ÷,2024-07-02 16:00,26.0,2.2,230.0,93.0,31.1,24.7,1000.9,1006.8,10.0,10.0,1603.0,27.4
¼­±ÍÆ÷,2024-07-02 17:00,26.1,3.0,230.0,93.0,31.3,24.8,1001.0,1006.9,9.0,9.0,1713.0,26.7
¼­±ÍÆ÷,2024-07-02 18:00,25.9,2.1,230.0,93.0,30.9,24.6,1001.2,1007.1,10.0,10.0,1494.0,26.5
¼­±ÍÆ÷,2024-07-02 19:00,26.3,3.5,230.0,92.0,31.3,24.8,1001.7,1007.6,8.0,8.0,1903.0,26.2
¼­±ÍÆ÷,2024-07-02 20:00,25.8,1.7,250.0,94.0,31.1,24.7,1002.2,1008.1,8.0,8.0,1358.0,25.7
¼­±ÍÆ÷,2024-07-02 21:00,25.5,2.9,230.0,94.0,30.6,24.4,1002.9,1008.8,10.0,10.0,1233.0,25.5
¼­±ÍÆ÷,2024-07-02 22:00,25.4,2.1,230.0,95.0,30.7,24.5,1003.7,1009.6,7.0,7.0,1127.0,25.3
¼­±ÍÆ÷,2024-07-02 23:00,25.4,2.2,250.0,95.0,30.7,24.5,1003.7,1009.6,7.0,7.0,1230.0,25.2
¼­±ÍÆ÷,2024-07-03 00:00,25.0,2.6,250.0,96.0,30.4,24.3,1003.7,1009.6,10.0,10.0,855.0,25.0
¼­±ÍÆ÷,2024-07-03 01:00,25.1,2.0,250.0,96.0,30.6,24.4,1003.7,1009.6,8.0,8.0,744.0,25.0
¼­±ÍÆ÷,2024-07-03 02:00,24.8,4.0,230.0,96.0,30.0,24.1,1003.6,1009.5,8.0,8.0,873.0,24.9
¼­±ÍÆ÷,2024-07-03 03:00,24.7,4.2,230.0,97.0,30.0,24.1,1003.9,1009.8,10.0,10.0,959.0,24.7
¼­±ÍÆ÷,2024-07-03 04:00,24.2,3.9,230.0,97.0,29.1,23.6,1003.8,1009.7,10.0,10.0,600.0,24.5
¼­±ÍÆ÷,2024-07-03 05:00,24.7,4.4,230.0,97.0,30.0,24.1,1004.3,1010.2,10.0,9.0,520.0,24.6
¼­±ÍÆ÷,2024-07-03 06:00,24.6,2.8,250.0,98.0,30.2,24.2,1004.7,1010.6,10.0,9.0,351.0,24.6
¼­±ÍÆ÷,2024-07-03 07:00,24.7,1.8,250.0,98.0,30.4,24.3,1005.2,1011.1,10.0,9.0,182.0,24.8
¼­±ÍÆ÷,2024-07-03 08:00,24.9,2.8,270.0,98.0,30.7,24.5,1005.7,1011.6,10.0,10.0,372.0,25.1
¼­±ÍÆ÷,2024-07-03 09:00,24.8,2.2,250.0,98.0,30.6,24.4,1006.2,1012.1,10.0,10.0,324.0,25.5
¼­±ÍÆ÷,2024-07-03 10:00,24.9,1.8,250.0,98.0,30.7,24.5,1006.6,1012.5,10.0,10.0,289.0,25.9
¼­±ÍÆ÷,2024-07-03 11:00,24.9,1.8,230.0,98.0,30.7,24.5,1007.0,1012.9,10.0,10.0,156.0,26.3
¼­±ÍÆ÷,2024-07-03 12:00,25.1,1.5,250.0,98.0,31.1,24.7,1006.9,1012.8,10.0,10.0,127.0,26.6
¼­±ÍÆ÷,2024-07-03 13:00,25.3,1.4,250.0,98.0,31.5,24.9,1006.7,1012.6,10.0,10.0,166.0,27.2
¼­±ÍÆ÷,2024-07-03 14:00,25.5,2.0,250.0,97.0,31.5,24.9,1006.3,1012.2,10.0,10.0,279.0,27.5
¼­±ÍÆ÷,2024-07-03 15:00,25.6,2.3,250.0,97.0,31.7,25.0,1006.1,1012.0,10.0,10.0,523.0,27.6
¼­±ÍÆ÷,2024-07-03 16:00,25.4,2.2,230.0,96.0,31.1,24.7,1006.0,1011.9,10.0,10.0,354.0,28.0
¼­±ÍÆ÷,2024-07-03 17:00,25.1,1.9,230.0,97.0,30.7,24.5,1005.9,1011.8,10.0,10.0,84.0,27.7
¼­±ÍÆ÷,2024-07-03 18:00,25.1,1.4,230.0,97.0,30.7,24.5,1005.8,1011.7,10.0,10.0,309.0,27.4
¼­±ÍÆ÷,2024-07-03 19:00,24.8,1.7,230.0,97.0,30.2,24.2,1006.0,1011.9,0.0,0.0,661.0,26.4
¼­±ÍÆ÷,2024-07-03 20:00,24.6,2.2,230.0,98.0,30.2,24.2,1006.5,1012.4,0.0,0.0,405.0,25.5
¼­±ÍÆ÷,2024-07-03 21:00,24.6,1.7,230.0,98.0,30.2,24.2,1007.0,1012.9,10.0,10.0,394.0,25.1
¼­±ÍÆ÷,2024-07-03 22:00,24.5,1.9,230.0,98.0,30.0,24.1,1007.3,1013.2,0.0,0.0,738.0,24.8
¼­±ÍÆ÷,2024-07-03 23:00,24.4,1.6,230.0,98.0,29.8,24.0,1007.2,1013.1,0.0,0.0,615.0,24.8
¼­±ÍÆ÷,2024-07-04 00:00,24.4,1.6,230.0,98.0,29.8,24.0,1007.1,1013.0,10.0,10.0,271.0,24.7
¼­±ÍÆ÷,2024-07-04 01:00,24.5,0.8,250.0,98.0,30.0,24.1,1006.8,1012.7,10.0,10.0,507.0,24.7
¼­±ÍÆ÷,2024-07-04 02:00,24.6,1.9,270.0,98.0,30.2,24.2,1006.4,1012.3,10.0,10.0,467.0,24.7
¼­±ÍÆ÷,2024-07-04 03:00,24.8,1.7,270.0,97.0,30.2,24.2,1006.0,1011.9,8.0,8.0,2721.0,24.5
¼­±ÍÆ÷,2024-07-04 04:00,25.1,2.6,270.0,96.0,30.6,24.4,1005.9,1011.8,8.0,8.0,2791.0,24.7
¼­±ÍÆ÷,2024-07-04 05:00,24.8,1.4,230.0,96.0,30.0,24.1,1005.9,1011.8,9.0,9.0,2002.0,24.6
¼­±ÍÆ÷,2024-07-04 06:00,24.4,2.3,230.0,98.0,29.8,24.0,1006.2,1012.1,10.0,10.0,357.0,24.5
¼­±ÍÆ÷,2024-07-04 07:00,24.6,1.7,230.0,98.0,30.2,24.2,1006.3,1012.2,10.0,10.0,837.0,25.5
¼­±ÍÆ÷,2024-07-04 08:00,25.0,2.1,230.0,96.0,30.4,24.3,1006.5,1012.4,10.0,10.0,1167.0,27.1
¼­±ÍÆ÷,2024-07-04 09:00,25.9,2.3,230.0,94.0,31.3,24.8,1006.5,1012.4,9.0,9.0,2262.0,29.4
¼­±ÍÆ÷,2024-07-04 10:00,27.5,2.1,230.0,86.0,31.5,24.9,1006.1,1012.0,9.0,9.0,4853.0,33.9
¼­±ÍÆ÷,2024-07-04 11:00,27.8,2.7,230.0,86.0,32.1,25.2,1006.0,1011.9,9.0,9.0,4876.0,35.8
¼­±ÍÆ÷,2024-07-04 12:00,27.7,3.3,230.0,86.0,31.9,25.1,1005.6,1011.5,8.0,8.0,4588.0,37.2
¼­±ÍÆ÷,2024-07-04 13:00,27.8,3.1,230.0,85.0,31.7,25.0,1005.2,1011.0,8.0,8.0,4998.0,35.2
¼­±ÍÆ÷,2024-07-04 14:00,27.0,3.1,230.0,87.0,30.9,24.6,1004.6,1010.5,10.0,10.0,3127.0,32.4
¼­±ÍÆ÷,2024-07-04 15:00,27.5,2.1,250.0,87.0,31.9,25.1,1004.0,1009.8,10.0,10.0,3316.0,32.5
¼­±ÍÆ÷,2024-07-04 16:00,28.5,2.4,230.0,83.0,32.2,25.3,1003.4,1009.2,9.0,9.0,4317.0,34.3
¼­±ÍÆ÷,2024-07-04 17:00,28.1,2.9,230.0,82.0,31.1,24.7,1003.0,1008.8,7.0,7.0,4673.0,32.4
¼­±ÍÆ÷,2024-07-04 18:00,26.8,2.6,230.0,88.0,30.9,24.6,1002.6,1008.5,10.0,10.0,2005.0,29.8
¼­±ÍÆ÷,2024-07-04 19:00,26.5,2.0,230.0,91.0,31.5,24.9,1002.4,1008.3,10.0,10.0,3643.0,28.4
¼­±ÍÆ÷,2024-07-04 20:00,26.0,1.5,230.0,92.0,30.7,24.5,1002.5,1008.4,10.0,10.0,1070.0,27.2
¼­±ÍÆ÷,2024-07-04 21:00,25.5,1.5,250.0,95.0,30.9,24.6,1002.9,1008.8,10.0,10.0,447.0,26.7
¼­±ÍÆ÷,2024-07-04 22:00,25.7,2.8,270.0,94.0,30.9,24.6,1004.1,1010.0,10.0,10.0,1124.0,26.2
¼­±ÍÆ÷,2024-07-04 23:00,25.7,2.3,270.0,94.0,30.9,24.6,1004.0,1009.9,10.0,10.0,835.0,26.0
¼­±ÍÆ÷,2024-07-05 00:00,25.5,1.8,250.0,95.0,30.9,24.6,1003.3,1009.2,10.0,10.0,1031.0,25.9
¼­±ÍÆ÷,2024-07-05 01:00,25.4,1.5,250.0,96.0,31.1,24.7,1002.8,1008.7,10.0,8.0,369.0,25.8
¼­±ÍÆ÷,2024-07-05 02:00,25.2,2.4,250.0,97.0,30.9,24.6,1002.3,1008.2,10.0,9.0,353.0,25.6
¼­±ÍÆ÷,2024-07-05 03:00,25.2,1.8,250.0,97.0,30.9,24.6,1002.0,1007.9,10.0,8.0,308.0,25.6
¼­±ÍÆ÷,2024-07-05 04:00,25.2,1.8,250.0,97.0,30.9,24.6,1001.7,1007.6,10.0,9.0,374.0,25.5
¼­±ÍÆ÷,2024-07-05 05:00,25.2,1.6,250.0,97.0,30.9,24.6,1001.6,1007.5,10.0,8.0,735.0,25.5
¼­±ÍÆ÷,2024-07-05 06:00,25.3,2.2,270.0,97.0,31.1,24.7,1002.1,1008.0,10.0,9.0,317.0,25.5
¼­±ÍÆ÷,2024-07-05 07:00,25.2,1.4,250.0,98.0,31.3,24.8,1002.4,1008.3,10.0,10.0,179.0,25.8
¼­±ÍÆ÷,2024-07-05 08:00,25.0,2.6,230.0,98.0,30.9,24.6,1002.4,1008.3,10.0,10.0,54.0,27.3
¼­±ÍÆ÷,2024-07-05 09:00,25.1,2.2,250.0,97.0,30.7,24.5,1002.4,1008.3,10.0,10.0,161.0,28.0
¼­±ÍÆ÷,2024-07-05 10:00,25.4,2.5,230.0,96.0,31.1,24.7,1002.6,1008.5,10.0,10.0,211.0,28.6
¼­±ÍÆ÷,2024-07-05 11:00,26.3,2.1,230.0,93.0,31.7,25.0,1002.3,1008.2,10.0,10.0,427.0,31.8
¼­±ÍÆ÷,2024-07-05 12:00,26.9,3.0,230.0,89.0,31.5,24.9,1002.1,1008.0,9.0,9.0,986.0,36.2
¼­±ÍÆ÷,2024-07-05 13:00,27.4,3.7,230.0,87.0,31.7,25.0,1001.6,1007.4,2.0,2.0,2184.0,39.4
¼­±ÍÆ÷,2024-07-05 14:00,28.1,3.1,230.0,86.0,32.6,25.5,1001.3,1007.1,1.0,1.0,3285.0,40.3
¼­±ÍÆ÷,2024-07-05 15:00,28.1,3.9,250.0,84.0,31.9,25.1,1001.0,1006.8,0.0,0.0,2426.0,39.2
¼­±ÍÆ÷,2024-07-05 16:00,28.5,2.8,230.0,82.0,31.9,25.1,1000.7,1006.5,0.0,0.0,2183.0,38.9
¼­±ÍÆ÷,2024-07-05 17:00,27.7,3.1,230.0,85.0,31.5,24.9,1001.0,1006.8,0.0,0.0,2061.0,36.0
¼­±ÍÆ÷,2024-07-05 18:00,26.1,1.6,230.0,92.0,30.9,24.6,1001.4,1007.3,10.0,10.0,94.0,31.7
¼­±ÍÆ÷,2024-07-05 19:00,25.2,1.8,230.0,96.0,30.7,24.5,1001.5,1007.4,10.0,10.0,32.0,29.1
¼­±ÍÆ÷,2024-07-05 20:00,25.1,1.4,250.0,96.0,30.6,24.4,1001.8,1007.7,10.0,10.0,94.0,27.8
¼­±ÍÆ÷,2024-07-05 21:00,24.9,1.6,230.0,96.0,30.2,24.2,1002.2,1008.1,8.0,8.0,538.0,26.8
¼­±ÍÆ÷,2024-07-05 22:00,25.4,1.4,230.0,96.0,31.1,24.7,1002.7,1008.6,0.0,0.0,825.0,26.7
¼­±ÍÆ÷,2024-07-05 23:00,25.7,1.8,270.0,96.0,31.7,25.0,1002.5,1008.4,10.0,10.0,431.0,26.6
¼­±ÍÆ÷,2024-07-06 00:00,25.9,2.0,270.0,94.0,31.3,24.8,1002.4,1008.3,10.0,10.0,2391.0,26.5
¼­±ÍÆ÷,2024-07-06 01:00,26.1,2.2,270.0,92.0,30.9,24.6,1002.6,1008.5,10.0,10.0,3922.0,26.2
¼­±ÍÆ÷,2024-07-06 02:00,26.4,2.9,270.0,89.0,30.6,24.4,1002.6,1008.5,0.0,0.0,3864.0,25.9
¼­±ÍÆ÷,2024-07-06 03:00,26.0,2.5,270.0,93.0,31.1,24.7,1002.4,1008.3,9.0,9.0,2728.0,25.9
¼­±ÍÆ÷,2024-07-06 04:00,26.0,1.6,270.0,92.0,30.7,24.5,1002.3,1008.2,9.0,9.0,3369.0,25.9
¼­±ÍÆ÷,2024-07-06 05:00,26.0,1.3,230.0,91.0,30.6,24.4,1002.7,1008.6,9.0,9.0,4004.0,25.8
¼­±ÍÆ÷,2024-07-06 06:00,26.0,1.3,230.0,91.0,30.6,24.4,1002.8,1008.7,9.0,8.0,3985.0,25.9
¼­±ÍÆ÷,2024-07-06 07:00,26.1,1.5,270.0,91.0,30.7,24.5,1002.9,1008.8,9.0,8.0,3570.0,26.1
¼­±ÍÆ÷,2024-07-06 08:00,26.5,1.3,250.0,90.0,31.1,24.7,1003.3,1009.2,9.0,8.0,3936.0,27.2
¼­±ÍÆ÷,2024-07-06 09:00,26.8,1.8,230.0,88.0,30.9,24.6,1003.8,1009.7,9.0,7.0,3886.0,28.3
¼­±ÍÆ÷,2024-07-06 10:00,27.5,2.5,230.0,85.0,31.1,24.7,1004.3,1010.2,9.0,8.0,4356.0,30.9
¼­±ÍÆ÷,2024-07-06 11:00,27.4,2.1,250.0,85.0,30.9,24.6,1004.4,1010.3,9.0,7.0,4290.0,30.1
¼­±ÍÆ÷,2024-07-06 12:00,27.8,1.3,250.0,83.0,30.9,24.6,1004.4,1010.2,8.0,7.0,4474.0,30.5
¼­±ÍÆ÷,2024-07-06 13:00,28.2,1.4,230.0,83.0,31.7,25.0,1003.7,1009.5,9.0,7.0,4438.0,31.0
¼­±ÍÆ÷,2024-07-06 14:00,28.3,1.5,250.0,84.0,32.2,25.3,1003.5,1009.3,9.0,8.0,4716.0,31.2
¼­±ÍÆ÷,2024-07-06 15:00,28.2,2.4,230.0,85.0,32.4,25.4,1003.0,1008.8,9.0,7.0,4244.0,30.8
¼­±ÍÆ÷,2024-07-06 16:00,28.0,1.8,230.0,87.0,32.8,25.6,1002.8,1008.6,8.0,7.0,3212.0,30.4
¼­±ÍÆ÷,2024-07-06 17:00,27.6,2.1,250.0,88.0,32.4,25.4,1002.5,1008.3,9.0,7.0,2884.0,29.9
¼­±ÍÆ÷,2024-07-06 18:00,27.8,2.0,250.0,85.0,31.7,25.0,1002.2,1008.0,8.0,7.0,3992.0,29.5
¼­±ÍÆ÷,2024-07-06 19:00,27.4,2.3,250.0,86.0,31.3,24.8,1002.4,1008.2,2.0,2.0,3712.0,27.9
¼­±ÍÆ÷,2024-07-06 20:00,27.2,1.9,250.0,86.0,30.9,24.6,1002.7,1008.6,4.0,4.0,3834.0,27.0
¼­±ÍÆ÷,2024-07-06 21:00,26.9,2.0,250.0,89.0,31.5,24.9,1003.0,1008.9,10.0,10.0,2941.0,26.7
¼­±ÍÆ÷,2024-07-06 22:00,27.0,2.5,250.0,89.0,31.7,25.0,1003.4,1009.3,8.0,8.0,3247.0,26.5
¼­±ÍÆ÷,2024-07-06 23:00,26.9,2.6,250.0,90.0,31.9,25.1,1003.3,1009.2,8.0,8.0,2732.0,26.4
¼­±ÍÆ÷,2024-07-07 00:00,26.9,2.7,250.0,90.0,31.9,25.1,1003.3,1009.2,9.0,9.0,3084.0,26.3
¼­±ÍÆ÷,2024-07-07 01:00,26.6,2.4,230.0,91.0,31.7,25.0,1003.3,1009.2,9.0,9.0,2243.0,26.2
¼­±ÍÆ÷,2024-07-07 02:00,26.2,2.2,230.0,93.0,31.5,24.9,1003.2,1009.1,8.0,8.0,1568.0,26.1
