¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),±‚ø¬ QC«√∑°±◊,∞≠ºˆ∑Æ(mm),∞≠ºˆ∑Æ QC«√∑°±◊,«≥º”(m/s),«≥º” QC«√∑°±◊,«≥«‚(16πÊ¿ß),«≥«‚ QC«√∑°±◊,Ω¿µµ(%),Ω¿µµ QC«√∑°±◊,¡ı±‚æ–(hPa),¿ÃΩΩ¡°ø¬µµ(°∆C),«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,¿œ¡∂(hr),¿œ¡∂ QC«√∑°±◊,¿œªÁ(MJ/m2),¿œªÁ QC«√∑°±◊,¿˚º≥(cm),3Ω√∞£Ω≈¿˚º≥(cm),¿¸øÓ∑Æ(10∫–¿ß),¡ﬂ«œ√˛øÓ∑Æ(10∫–¿ß),øÓ«¸(øÓ«¸æ‡æÓ),√÷¿˙øÓ∞Ì(100m ),¡ˆ∏Èø¬µµ(°∆C),¡ˆ∏Èø¬µµ QC«√∑°±◊,5cm ¡ˆ¡ﬂø¬µµ(°∆C),10cm ¡ˆ¡ﬂø¬µµ(°∆C),20cm ¡ˆ¡ﬂø¬µµ(°∆C),30cm ¡ˆ¡ﬂø¬µµ(°∆C)
271,∫¿»≠,2024-07-20 01:00,20.7,,,,0.1,,0.0,,98.0,,23.8,20.3,971.8,,1008.6,,,9.0,,9.0,,,0.0,0.0,,,21.9,,,,,
271,∫¿»≠,2024-07-20 02:00,20.2,,,,0.3,,0.0,,98.0,,23.1,19.8,971.8,,1008.8,,,9.0,,9.0,,,0.0,0.0,,,21.7,,,,,
271,∫¿»≠,2024-07-20 03:00,20.6,,,,0.2,,0.0,,98.0,,23.7,20.2,971.9,,1008.8,,,9.0,,9.0,,,8.0,8.0,,1.0,22.3,,,,,
271,∫¿»≠,2024-07-20 04:00,20.6,,,,1.0,,20.0,,98.0,,23.7,20.2,972.2,,1009.1,,,9.0,,9.0,,,0.0,0.0,,,22.3,,,,,
271,∫¿»≠,2024-07-20 05:00,20.6,,,,0.9,,20.0,,98.0,,23.7,20.2,972.5,,1009.4,,,9.0,,9.0,,,0.0,0.0,,,22.3,,,,,
271,∫¿»≠,2024-07-20 06:00,20.2,,,,1.3,,50.0,,96.0,,22.7,19.5,972.4,,1009.4,,0.0,,,9.0,,,0.0,0.0,,,22.0,,,,,
271,∫¿»≠,2024-07-20 07:00,21.2,,,,0.8,,20.0,,96.0,,24.1,20.5,972.2,,1009.0,,0.0,,,9.0,,,0.0,0.0,,,23.2,,,,,
271,∫¿»≠,2024-07-20 08:00,22.1,,,,0.0,,0.0,,97.0,,25.6,21.5,972.4,,1009.0,,0.0,,,9.0,,,0.0,0.0,,,24.8,,,,,
271,∫¿»≠,2024-07-20 09:00,25.3,,,,0.5,,180.0,,85.0,,27.2,22.5,972.9,,1009.2,,0.6,,,9.0,,,3.0,3.0,,,31.1,,,,,
271,∫¿»≠,2024-07-20 10:00,26.8,,,,1.9,,200.0,,72.0,,25.3,21.3,973.0,,1009.1,,0.9,,,9.0,,,9.0,2.0,,49.0,31.1,,,,,
271,∫¿»≠,2024-07-20 11:00,25.5,,,,1.6,,230.0,,81.0,,26.3,21.9,973.4,,1009.7,,0.0,,,9.0,,,10.0,3.0,,32.0,27.5,,,,,
271,∫¿»≠,2024-07-20 12:00,24.7,,0.0,,1.3,,200.0,,89.0,,27.6,22.7,974.0,,1010.4,,0.0,,,9.0,,,10.0,5.0,,27.0,26.2,,,,,
271,∫¿»≠,2024-07-20 13:00,24.6,,1.6,,0.8,,160.0,,94.0,,28.9,23.5,973.1,,1009.5,,0.0,,,9.0,,,10.0,8.0,,76.0,26.8,,,,,
271,∫¿»≠,2024-07-20 14:00,25.8,,0.1,,0.3,,0.0,,81.0,,26.8,22.2,971.9,,1008.1,,0.2,,,9.0,,,9.0,6.0,,3.0,30.2,,,,,
271,∫¿»≠,2024-07-20 15:00,26.0,,,9.0,1.5,,250.0,,80.0,,26.8,22.2,971.5,,1007.6,,0.0,,,9.0,,,10.0,1.0,,13.0,29.8,,,,,
271,∫¿»≠,2024-07-20 16:00,26.3,,,9.0,1.5,,270.0,,79.0,,26.9,22.3,971.1,,1007.2,,0.0,,,9.0,,,9.0,5.0,,5.0,29.9,,,,,
271,∫¿»≠,2024-07-20 17:00,26.3,,,9.0,1.5,,230.0,,77.0,,26.3,21.9,970.9,,1007.0,,0.3,,,9.0,,,8.0,2.0,,7.0,28.6,,,,,
271,∫¿»≠,2024-07-20 18:00,26.5,,,9.0,0.4,,0.0,,79.0,,27.2,22.5,970.6,,1006.6,,0.6,,,9.0,,,7.0,1.0,,7.0,28.0,,,,,
271,∫¿»≠,2024-07-20 19:00,25.0,,,9.0,0.6,,360.0,,90.0,,28.4,23.2,970.5,,1006.8,,0.0,,,9.0,,,7.0,7.0,,6.0,26.7,,,,,
271,∫¿»≠,2024-07-20 20:00,24.5,,,9.0,0.7,,20.0,,92.0,,28.3,23.1,970.4,,1006.7,,0.0,,,9.0,,,6.0,6.0,,5.0,25.9,,,,,
271,∫¿»≠,2024-07-20 21:00,24.9,,,9.0,0.6,,360.0,,92.0,,28.9,23.5,970.6,,1006.9,,,9.0,,9.0,,,7.0,7.0,,5.0,25.5,,,,,
271,∫¿»≠,2024-07-20 22:00,26.1,,,9.0,1.1,,160.0,,86.0,,28.9,23.5,970.7,,1006.8,,,9.0,,9.0,,,7.0,7.0,,4.0,25.2,,,,,
271,∫¿»≠,2024-07-20 23:00,25.6,,,9.0,0.7,,200.0,,89.0,,29.1,23.6,970.3,,1006.5,,,9.0,,9.0,,,0.0,0.0,,,25.1,,,,,
271,∫¿»≠,2024-07-21 00:00,24.4,,,9.0,0.0,,0.0,,95.0,,28.9,23.5,969.4,,1005.7,,,9.0,,9.0,,,0.0,0.0,,,24.5,,,,,
271,∫¿»≠,2024-07-21 01:00,25.0,,,,0.3,,0.0,,92.0,,29.1,23.6,969.2,,1005.4,,,9.0,,9.0,,,9.0,9.0,,6.0,24.7,,,,,
271,∫¿»≠,2024-07-21 02:00,25.6,,,,0.8,,200.0,,86.0,,28.1,23.0,968.5,,1004.6,,,9.0,,9.0,,,8.0,8.0,,6.0,24.6,,,,,
271,∫¿»≠,2024-07-21 03:00,24.3,,9.7,,0.4,,0.0,,95.0,,28.8,23.4,968.4,,1004.7,,,9.0,,9.0,,,10.0,8.0,,3.0,24.1,,,,,
271,∫¿»≠,2024-07-21 04:00,24.9,,0.0,,2.1,,200.0,,92.0,,28.9,23.5,968.2,,1004.4,,,9.0,,9.0,,,6.0,6.0,,3.0,24.1,,,,,
271,∫¿»≠,2024-07-21 05:00,24.7,,,9.0,1.9,,200.0,,90.0,,27.9,22.9,968.6,,1004.8,,,9.0,,9.0,,,6.0,6.0,,3.0,23.9,,,,,
271,∫¿»≠,2024-07-21 06:00,24.2,,,9.0,1.9,,180.0,,87.0,,26.1,21.8,970.1,,1006.5,,0.0,,,9.0,,,8.0,8.0,,4.0,23.6,,,,,
271,∫¿»≠,2024-07-21 07:00,23.7,,,9.0,0.9,,270.0,,83.0,,24.3,20.6,970.4,,1006.6,,0.0,,,9.0,,,9.0,3.0,,,23.6,,,,,
271,∫¿»≠,2024-07-21 08:00,24.0,,,9.0,0.8,,160.0,,82.0,,24.4,20.7,970.7,,1006.8,,0.0,,,9.0,,,9.0,0.0,,,24.7,,,,,
271,∫¿»≠,2024-07-21 09:00,25.0,,,9.0,2.1,,320.0,,79.0,,24.9,21.0,971.1,,1007.4,,0.5,,,9.0,,,6.0,1.0,,,27.4,,,,,
271,∫¿»≠,2024-07-21 10:00,27.4,,,9.0,3.2,,290.0,,61.0,,22.2,19.2,971.4,,1007.3,,1.0,,,9.0,,,6.0,0.0,,,31.3,,,,,
271,∫¿»≠,2024-07-21 11:00,28.1,,,9.0,3.5,,290.0,,60.0,,22.7,19.5,971.3,,1007.1,,1.0,,,9.0,,,4.0,0.0,,,34.2,,,,,
271,∫¿»≠,2024-07-21 12:00,28.3,,,9.0,2.8,,270.0,,60.0,,22.9,19.7,970.6,,1006.3,,1.0,,,9.0,,,4.0,0.0,,,34.9,,,,,
271,∫¿»≠,2024-07-21 13:00,29.0,,,9.0,2.2,,270.0,,64.0,,25.5,21.4,971.1,,1006.7,,0.8,,,9.0,,,8.0,2.0,,12.0,33.3,,,,,
271,∫¿»≠,2024-07-21 14:00,28.3,,,9.0,1.5,,250.0,,67.0,,25.6,21.5,971.3,,1007.0,,0.2,,,9.0,,,8.0,8.0,,12.0,30.6,,,,,
271,∫¿»≠,2024-07-21 15:00,29.4,,,9.0,3.8,,290.0,,64.0,,26.1,21.8,971.1,,1006.8,,0.5,,,9.0,,,8.0,1.0,,14.0,32.2,,,,,
271,∫¿»≠,2024-07-21 16:00,29.8,,,9.0,1.5,,250.0,,65.0,,27.2,22.5,971.2,,1006.9,,0.6,,,9.0,,,7.0,1.0,,16.0,32.4,,,,,
271,∫¿»≠,2024-07-21 17:00,29.4,,,9.0,2.3,,320.0,,66.0,,26.9,22.3,971.4,,1007.2,,0.9,,,9.0,,,5.0,1.0,,14.0,31.1,,,,,
271,∫¿»≠,2024-07-21 18:00,29.3,,,9.0,1.2,,320.0,,68.0,,27.6,22.7,971.3,,1007.1,,1.0,,,9.0,,,0.0,0.0,,,29.2,,,,,
271,∫¿»≠,2024-07-21 19:00,26.9,,,9.0,1.2,,270.0,,83.0,,29.3,23.7,971.7,,1007.7,,0.1,,,9.0,,,0.0,0.0,,,27.9,,,,,
271,∫¿»≠,2024-07-21 20:00,25.5,,,9.0,1.2,,340.0,,89.0,,28.9,23.5,972.0,,1008.2,,0.0,,,9.0,,,0.0,0.0,,,26.6,,,,,
271,∫¿»≠,2024-07-21 21:00,24.6,,,9.0,0.7,,20.0,,93.0,,28.6,23.3,972.7,,1009.1,,,9.0,,9.0,,,0.0,0.0,,,25.9,,,,,
271,∫¿»≠,2024-07-21 22:00,24.5,,,9.0,1.4,,360.0,,94.0,,28.8,23.4,972.8,,1009.2,,,9.0,,9.0,,,0.0,0.0,,,25.3,,,,,
271,∫¿»≠,2024-07-21 23:00,23.9,,,9.0,0.8,,360.0,,96.0,,28.4,23.2,972.9,,1009.1,,,9.0,,9.0,,,0.0,0.0,,,24.7,,,,,
271,∫¿»≠,2024-07-22 00:00,23.2,,,9.0,0.6,,20.0,,97.0,,27.4,22.6,972.9,,1009.3,,,9.0,,9.0,,,0.0,0.0,,,24.2,,,,,
271,∫¿»≠,2024-07-22 01:00,23.1,,,,0.0,,0.0,,97.0,,27.2,22.5,973.1,,1009.5,,,9.0,,9.0,,,0.0,0.0,,,23.8,,,,,
271,∫¿»≠,2024-07-22 02:00,22.7,,,,0.4,,0.0,,98.0,,26.9,22.3,973.3,,1009.8,,,9.0,,9.0,,,0.0,0.0,,,23.5,,,,,
271,∫¿»≠,2024-07-22 03:00,22.4,,,,0.3,,0.0,,98.0,,26.4,22.0,973.2,,1009.7,,,9.0,,9.0,,,0.0,0.0,,,23.5,,,,,
271,∫¿»≠,2024-07-22 04:00,22.3,,,,0.7,,360.0,,98.0,,26.3,21.9,972.9,,1009.4,,,9.0,,9.0,,,5.0,5.0,,11.0,23.4,,,,,
271,∫¿»≠,2024-07-22 05:00,22.9,,,,0.4,,0.0,,98.0,,27.2,22.5,972.7,,1009.1,,,9.0,,9.0,,,6.0,6.0,,11.0,23.7,,,,,
271,∫¿»≠,2024-07-22 06:00,23.3,,,,0.2,,0.0,,97.0,,27.6,22.7,972.6,,1008.9,,0.0,,,9.0,,,2.0,2.0,,6.0,23.9,,,,,
271,∫¿»≠,2024-07-22 07:00,24.1,,,,0.9,,360.0,,95.0,,28.4,23.2,972.5,,1008.7,,0.1,,,9.0,,,0.0,0.0,,,24.2,,,,,
271,∫¿»≠,2024-07-22 08:00,27.0,,,,0.6,,180.0,,82.0,,29.1,23.6,972.6,,1008.6,,0.4,,,9.0,,,0.0,0.0,,,26.7,,,,,
271,∫¿»≠,2024-07-22 09:00,28.5,,,,1.4,,250.0,,76.0,,29.5,23.8,972.1,,1007.8,,0.9,,,9.0,,,6.0,1.0,,6.0,31.5,,,,,
271,∫¿»≠,2024-07-22 10:00,28.6,,,,2.6,,200.0,,72.0,,28.1,23.0,971.9,,1007.6,,0.6,,,9.0,,,6.0,6.0,,7.0,33.5,,,,,
271,∫¿»≠,2024-07-22 11:00,28.7,,,,2.6,,230.0,,70.0,,27.4,22.6,971.8,,1007.5,,0.3,,,9.0,,,8.0,6.0,,8.0,30.9,,,,,
271,∫¿»≠,2024-07-22 12:00,28.8,,,,2.7,,250.0,,71.0,,28.1,23.0,971.5,,1007.2,,0.3,,,9.0,,,8.0,6.0,,9.0,31.6,,,,,
271,∫¿»≠,2024-07-22 13:00,29.6,,,,1.9,,230.0,,68.0,,28.1,23.0,971.1,,1006.8,,0.6,,,9.0,,,8.0,5.0,,9.0,33.0,,,,,
271,∫¿»≠,2024-07-22 14:00,29.7,,,,2.2,,200.0,,67.0,,27.9,22.9,970.6,,1006.3,,0.5,,,9.0,,,8.0,1.0,,10.0,32.1,,,,,
271,∫¿»≠,2024-07-22 15:00,29.5,,,,1.2,,270.0,,68.0,,27.9,22.9,970.5,,1006.2,,0.2,,,9.0,,,9.0,1.0,,32.0,31.6,,,,,
271,∫¿»≠,2024-07-22 16:00,29.1,,,,0.6,,320.0,,70.0,,28.1,23.0,970.0,,1005.6,,0.0,,,9.0,,,9.0,0.0,,,31.1,,,,,
271,∫¿»≠,2024-07-22 17:00,29.0,,,,0.4,,0.0,,69.0,,27.6,22.7,969.3,,1004.8,,0.0,,,9.0,,,9.0,0.0,,,30.4,,,,,
271,∫¿»≠,2024-07-22 18:00,27.8,,,,0.4,,0.0,,80.0,,29.8,24.0,969.0,,1004.7,,0.1,,,9.0,,,8.0,0.0,,,29.1,,,,,
271,∫¿»≠,2024-07-22 19:00,27.0,,,,0.9,,360.0,,85.0,,30.2,24.2,968.9,,1004.8,,0.3,,,9.0,,,8.0,0.0,,,28.2,,,,,
271,∫¿»≠,2024-07-22 20:00,26.1,,,,0.7,,340.0,,91.0,,30.7,24.5,968.6,,1004.6,,0.0,,,9.0,,,6.0,6.0,,8.0,27.2,,,,,
271,∫¿»≠,2024-07-22 21:00,24.9,,,,0.8,,20.0,,95.0,,29.8,24.0,968.6,,1004.8,,,9.0,,9.0,,,6.0,0.0,,,26.1,,,,,
271,∫¿»≠,2024-07-22 22:00,24.8,,,,0.2,,0.0,,95.0,,29.7,23.9,968.5,,1004.7,,,9.0,,9.0,,,7.0,5.0,,11.0,25.6,,,,,
271,∫¿»≠,2024-07-22 23:00,25.4,,,,0.5,,360.0,,94.0,,30.4,24.3,968.8,,1004.9,,,9.0,,9.0,,,8.0,3.0,,7.0,25.5,,,,,
271,∫¿»≠,2024-07-23 00:00,26.4,,,,0.9,,200.0,,86.0,,29.5,23.8,968.6,,1004.6,,,9.0,,9.0,,,8.0,6.0,,7.0,25.3,,,,,
271,∫¿»≠,2024-07-23 01:00,26.5,,,,1.4,,200.0,,83.0,,28.6,23.3,968.8,,1004.7,,,9.0,,9.0,,,10.0,9.0,,9.0,25.2,,,,,
271,∫¿»≠,2024-07-23 02:00,26.3,,,,1.0,,180.0,,85.0,,28.9,23.5,968.8,,1004.8,,,9.0,,9.0,,,9.0,9.0,,5.0,25.1,,,,,
271,∫¿»≠,2024-07-23 03:00,26.3,,,,1.6,,200.0,,84.0,,28.6,23.3,968.9,,1004.9,,,9.0,,9.0,,,7.0,7.0,,5.0,24.9,,,,,
271,∫¿»≠,2024-07-23 04:00,26.6,,,,2.5,,200.0,,78.0,,27.1,22.4,968.8,,1004.7,,,9.0,,9.0,,,6.0,6.0,,13.0,24.7,,,,,
271,∫¿»≠,2024-07-23 05:00,26.4,,,,1.5,,200.0,,80.0,,27.4,22.6,968.9,,1004.9,,,9.0,,9.0,,,6.0,6.0,,9.0,24.6,,,,,
271,∫¿»≠,2024-07-23 06:00,26.1,,,,1.3,,160.0,,81.0,,27.2,22.5,968.9,,1004.9,,0.0,,,9.0,,,6.0,6.0,,12.0,24.6,,,,,
271,∫¿»≠,2024-07-23 07:00,26.3,,,,0.9,,200.0,,78.0,,26.6,22.1,968.8,,1004.8,,0.0,,,9.0,,,5.0,2.0,,13.0,24.7,,,,,
271,∫¿»≠,2024-07-23 08:00,26.5,,,,2.0,,200.0,,78.0,,26.9,22.3,969.3,,1005.3,,0.0,,,9.0,,,7.0,4.0,,13.0,25.6,,,,,
271,∫¿»≠,2024-07-23 09:00,26.7,,,,1.7,,200.0,,78.0,,27.2,22.5,969.6,,1005.5,,0.0,,,9.0,,,9.0,9.0,,7.0,26.6,,,,,
271,∫¿»≠,2024-07-23 10:00,27.7,,,,1.8,,200.0,,76.0,,28.1,23.0,969.5,,1005.3,,0.1,,,9.0,,,8.0,8.0,,10.0,31.6,,,,,
271,∫¿»≠,2024-07-23 11:00,28.1,,,,2.1,,230.0,,73.0,,27.6,22.7,969.5,,1005.2,,0.1,,,9.0,,,9.0,4.0,,9.0,31.3,,,,,
271,∫¿»≠,2024-07-23 12:00,27.9,,,,1.9,,230.0,,73.0,,27.4,22.6,969.0,,1004.7,,0.0,,,9.0,,,10.0,1.0,,9.0,30.2,,,,,
271,∫¿»≠,2024-07-23 13:00,26.4,,0.0,,2.4,,290.0,,80.0,,27.4,22.6,968.8,,1004.8,,0.0,,,9.0,,,10.0,1.0,,25.0,28.0,,,,,
271,∫¿»≠,2024-07-23 14:00,26.3,,0.0,,1.0,,270.0,,83.0,,28.3,23.1,969.3,,1005.3,,0.0,,,9.0,,,10.0,7.0,,5.0,28.0,,,,,
271,∫¿»≠,2024-07-23 15:00,26.4,,0.0,,1.2,,230.0,,83.0,,28.4,23.2,968.3,,1004.2,,0.0,,,9.0,,,10.0,1.0,,5.0,29.3,,,,,
271,∫¿»≠,2024-07-23 16:00,26.9,,,9.0,1.0,,200.0,,79.0,,27.9,22.9,967.8,,1003.6,,0.0,,,9.0,,,10.0,5.0,,6.0,29.4,,,,,
271,∫¿»≠,2024-07-23 17:00,26.6,,,9.0,1.6,,200.0,,82.0,,28.4,23.2,967.8,,1003.7,,0.0,,,9.0,,,10.0,10.0,,5.0,27.7,,,,,
271,∫¿»≠,2024-07-23 18:00,26.5,,,9.0,0.9,,250.0,,85.0,,29.3,23.7,968.2,,1004.1,,0.0,,,9.0,,,10.0,7.0,,5.0,27.2,,,,,
271,∫¿»≠,2024-07-23 19:00,26.2,,,9.0,1.4,,180.0,,86.0,,29.1,23.6,968.1,,1004.1,,0.0,,,9.0,,,10.0,4.0,,5.0,26.4,,,,,
271,∫¿»≠,2024-07-23 20:00,25.8,,,9.0,0.7,,290.0,,87.0,,28.8,23.4,968.1,,1004.1,,0.0,,,9.0,,,10.0,1.0,,,25.6,,,,,
271,∫¿»≠,2024-07-23 21:00,25.5,,,9.0,2.2,,200.0,,91.0,,29.7,23.9,968.9,,1005.0,,,9.0,,9.0,,,10.0,1.0,,64.0,25.2,,,,,
271,∫¿»≠,2024-07-23 22:00,25.3,,0.1,,1.2,,200.0,,94.0,,30.2,24.2,969.9,,1006.1,,,9.0,,9.0,,,10.0,2.0,,2.0,25.1,,,,,
271,∫¿»≠,2024-07-23 23:00,24.1,,0.4,,1.4,,20.0,,95.0,,28.4,23.2,969.8,,1005.9,,,9.0,,9.0,,,10.0,9.0,,30.0,24.9,,,,,
271,∫¿»≠,2024-07-24 00:00,23.7,,0.0,,0.9,,20.0,,97.0,,28.3,23.1,969.9,,1006.0,,,9.0,,9.0,,,10.0,9.0,,30.0,24.5,,,,,
271,∫¿»≠,2024-07-24 01:00,23.1,,,,0.2,,0.0,,98.0,,27.6,22.7,970.1,,1006.4,,,9.0,,9.0,,,5.0,2.0,,14.0,24.0,,,,,
271,∫¿»≠,2024-07-24 02:00,23.0,,,,0.4,,0.0,,98.0,,27.4,22.6,969.6,,1005.9,,,9.0,,9.0,,,6.0,3.0,,12.0,23.7,,,,,
271,∫¿»≠,2024-07-24 03:00,22.7,,,,0.4,,0.0,,99.0,,27.2,22.5,969.3,,1005.6,,,9.0,,9.0,,,5.0,5.0,,,23.7,,,,,
271,∫¿»≠,2024-07-24 04:00,22.4,,,,0.7,,20.0,,99.0,,26.8,22.2,969.6,,1006.0,,,9.0,,9.0,,,7.0,4.0,,10.0,23.5,,,,,
271,∫¿»≠,2024-07-24 05:00,22.5,,,,0.8,,340.0,,98.0,,26.6,22.1,968.8,,1005.1,,,9.0,,9.0,,,9.0,1.0,,30.0,23.3,,,,,
271,∫¿»≠,2024-07-24 06:00,22.6,,0.0,,0.9,,20.0,,99.0,,27.1,22.4,969.4,,1005.8,,0.0,,,9.0,,,9.0,2.0,,8.0,23.7,,,,,
271,∫¿»≠,2024-07-24 07:00,23.6,,0.2,,0.9,,20.0,,97.0,,28.1,23.0,969.1,,1005.2,,0.0,,,9.0,,,7.0,4.0,,6.0,24.6,,,,,
271,∫¿»≠,2024-07-24 08:00,24.5,,,9.0,0.9,,160.0,,93.0,,28.4,23.2,969.5,,1005.8,,0.1,,,9.0,,,9.0,4.0,,5.0,25.3,,,,,
271,∫¿»≠,2024-07-24 09:00,25.5,,,9.0,0.7,,200.0,,89.0,,28.9,23.5,970.0,,1006.2,,0.0,,,9.0,,,10.0,1.0,,6.0,25.3,,,,,
271,∫¿»≠,2024-07-24 10:00,23.6,,0.6,,1.4,,320.0,,92.0,,26.8,22.2,969.8,,1006.0,,0.0,,,9.0,,,10.0,8.0,,40.0,24.5,,,,,
271,∫¿»≠,2024-07-24 11:00,24.5,,0.2,,1.3,,20.0,,90.0,,27.6,22.7,969.1,,1005.4,,0.0,,,9.0,,,10.0,1.0,,65.0,26.9,,,,,
271,∫¿»≠,2024-07-24 12:00,25.9,,,9.0,2.6,,160.0,,82.0,,27.2,22.5,968.9,,1005.0,,0.7,,,9.0,,,7.0,0.0,,,30.6,,,,,
271,∫¿»≠,2024-07-24 13:00,28.7,,,9.0,2.5,,180.0,,70.0,,27.4,22.6,968.7,,1004.3,,1.0,,,9.0,,,6.0,1.0,,72.0,34.3,,,,,
271,∫¿»≠,2024-07-24 14:00,29.7,,,9.0,1.8,,230.0,,69.0,,28.6,23.3,968.5,,1004.1,,1.0,,,9.0,,,7.0,1.0,,8.0,34.5,,,,,
271,∫¿»≠,2024-07-24 15:00,29.4,,,9.0,0.9,,230.0,,71.0,,28.9,23.5,968.1,,1003.7,,0.1,,,9.0,,,9.0,6.0,,25.0,32.6,,,,,
271,∫¿»≠,2024-07-24 16:00,30.3,,,9.0,1.8,,200.0,,67.0,,28.8,23.4,967.6,,1003.1,,0.8,,,9.0,,,6.0,2.0,,62.0,33.1,,,,,
271,∫¿»≠,2024-07-24 17:00,28.7,,,9.0,3.0,,200.0,,76.0,,29.8,24.0,968.3,,1003.9,,0.6,,,9.0,,,7.0,1.0,,14.0,30.3,,,,,
271,∫¿»≠,2024-07-24 18:00,25.3,,0.6,,0.6,,270.0,,91.0,,29.3,23.7,968.0,,1004.1,,0.3,,,9.0,,,6.0,4.0,,64.0,28.6,,,,,
271,∫¿»≠,2024-07-24 19:00,25.0,,,9.0,0.6,,20.0,,96.0,,30.4,24.3,968.9,,1005.1,,0.0,,,9.0,,,10.0,3.0,,6.0,27.7,,,,,
271,∫¿»≠,2024-07-24 20:00,24.7,,,9.0,0.7,,50.0,,94.0,,29.1,23.6,969.3,,1005.6,,0.0,,,9.0,,,8.0,8.0,,2.0,26.8,,,,,
271,∫¿»≠,2024-07-24 21:00,24.5,,,9.0,0.9,,20.0,,95.0,,29.1,23.6,969.6,,1005.9,,,9.0,,9.0,,,6.0,6.0,,4.0,26.3,,,,,
271,∫¿»≠,2024-07-24 22:00,24.3,,,9.0,1.5,,20.0,,95.0,,28.8,23.4,969.9,,1006.3,,,9.0,,9.0,,,7.0,7.0,,4.0,25.8,,,,,
271,∫¿»≠,2024-07-24 23:00,24.2,,,9.0,1.4,,50.0,,95.0,,28.6,23.3,969.7,,1006.1,,,9.0,,9.0,,,1.0,1.0,,4.0,25.4,,,,,
271,∫¿»≠,2024-07-25 00:00,23.3,,,9.0,0.6,,360.0,,97.0,,27.6,22.7,969.6,,1005.8,,,9.0,,9.0,,,0.0,0.0,,,24.6,,,,,
271,∫¿»≠,2024-07-25 01:00,23.1,,,,0.6,,110.0,,98.0,,27.6,22.7,970.1,,1006.4,,,9.0,,9.0,,,1.0,1.0,,1.0,24.2,,,,,
271,∫¿»≠,2024-07-25 02:00,23.0,,,,0.8,,340.0,,99.0,,27.7,22.8,969.9,,1006.2,,,9.0,,9.0,,,0.0,0.0,,,24.0,,,,,
271,∫¿»≠,2024-07-25 03:00,22.9,,,,0.1,,0.0,,99.0,,27.6,22.7,970.0,,1006.3,,,9.0,,9.0,,,6.0,6.0,,6.0,24.0,,,,,
271,∫¿»≠,2024-07-25 04:00,23.3,,,,1.1,,360.0,,98.0,,27.9,22.9,970.1,,1006.3,,,9.0,,9.0,,,2.0,2.0,,2.0,24.1,,,,,
271,∫¿»≠,2024-07-25 05:00,23.2,,,,1.5,,50.0,,97.0,,27.4,22.6,969.8,,1006.0,,,9.0,,9.0,,,7.0,7.0,,14.0,23.7,,,,,
271,∫¿»≠,2024-07-25 06:00,23.1,,,,0.4,,0.0,,98.0,,27.6,22.7,969.9,,1006.2,,0.0,,,9.0,,,8.0,3.0,,2.0,23.8,,,,,
271,∫¿»≠,2024-07-25 07:00,23.7,,,,0.6,,360.0,,98.0,,28.6,23.3,970.5,,1006.7,,0.0,,,9.0,,,6.0,6.0,,2.0,24.5,,,,,
271,∫¿»≠,2024-07-25 08:00,25.2,,,,0.8,,160.0,,92.0,,29.5,23.8,970.8,,1007.0,,0.0,,,9.0,,,7.0,6.0,,3.0,25.8,,,,,
271,∫¿»≠,2024-07-25 09:00,27.1,,,,1.1,,200.0,,82.0,,29.3,23.7,971.1,,1007.0,,0.5,,,9.0,,,8.0,3.0,,55.0,30.3,,,,,
271,∫¿»≠,2024-07-25 10:00,27.8,,,,1.6,,140.0,,77.0,,28.6,23.3,971.3,,1007.1,,1.0,,,9.0,,,7.0,0.0,,,33.1,,,,,
271,∫¿»≠,2024-07-25 11:00,28.6,,,,1.6,,230.0,,72.0,,28.1,23.0,971.3,,1007.0,,1.0,,,9.0,,,7.0,1.0,,70.0,34.5,,,,,
271,∫¿»≠,2024-07-25 12:00,30.3,,,,2.7,,230.0,,68.0,,29.3,23.7,971.1,,1006.7,,1.0,,,9.0,,,8.0,1.0,,10.0,36.9,,,,,
271,∫¿»≠,2024-07-25 13:00,30.6,,,,1.8,,250.0,,66.0,,28.9,23.5,971.0,,1006.6,,0.8,,,9.0,,,7.0,2.0,,54.0,36.6,,,,,
271,∫¿»≠,2024-07-25 14:00,30.0,,,,1.5,,200.0,,67.0,,28.3,23.1,971.0,,1006.7,,0.5,,,9.0,,,8.0,1.0,,11.0,33.4,,,,,
271,∫¿»≠,2024-07-25 15:00,31.0,,,,1.2,,250.0,,60.0,,26.9,22.3,970.8,,1006.3,,0.9,,,9.0,,,8.0,0.0,,,34.7,,,,,
271,∫¿»≠,2024-07-25 16:00,30.8,,,,1.0,,250.0,,64.0,,28.3,23.1,970.3,,1005.8,,1.0,,,9.0,,,7.0,3.0,,70.0,33.3,,,,,
271,∫¿»≠,2024-07-25 17:00,30.2,,,,0.8,,250.0,,69.0,,29.5,23.8,970.5,,1006.1,,0.6,,,9.0,,,8.0,0.0,,,32.3,,,,,
